regime,dataset_seed,T,tau,dimension,bad_coordinate,eta,radius_r,empirical_risk,population_lower_certificate,lower_scale_eta2_r2_T,certificate_to_lower_scale,suffix_norm
fixed_r,1,16,10,1025,15,0.041666666666666664,0.5,0.0,0.0010124459557489664,0.006944444444444444,0.14579221762785116,0.06363945302848385
fixed_r,1,16,11,1025,15,0.041666666666666664,0.5,0.0,0.0010812249165338423,0.006944444444444444,0.1556963879808733,0.06576546072904915
fixed_r,1,16,12,1025,15,0.041666666666666664,0.5,0.0,0.0011501975912960923,0.006944444444444444,0.1656284531466373,0.06783057219243478
fixed_r,1,16,13,1025,15,0.041666666666666664,0.5,0.0,0.0012195092655187464,0.006944444444444444,0.1756093342346995,0.0698443499564834
fixed_r,1,16,14,1025,15,0.041666666666666664,0.5,0.0,0.0012894989386622094,0.006944444444444444,0.18568784716735817,0.07182055355827867
fixed_r,1,16,15,1025,15,0.041666666666666664,0.5,0.0,0.001361183609107694,0.006944444444444444,0.19601043971150794,0.07378977297159486
fixed_r,1,16,16,1025,15,0.041666666666666664,0.5,0.0,0.001439648268761266,0.006944444444444444,0.20730935070162232,0.07588668680219081
fixed_r,2,16,1,1025,2,0.041666666666666664,0.5,0.0,0.0004078825355543131,0.006944444444444444,0.05873508511982109,0.040393806928563744
fixed_r,2,16,2,1025,2,0.041666666666666664,0.5,0.0,0.0004640796848973517,0.006944444444444444,0.06682747462521865,0.043086727390467996
fixed_r,2,16,3,1025,2,0.041666666666666664,0.5,0.0,0.0005327445043401656,0.006944444444444444,0.07671520862498385,0.04616434939241512
fixed_r,2,16,4,1025,2,0.041666666666666664,0.5,0.0,0.000601200979803437,0.006944444444444444,0.08657294109169494,0.04904080014129027
fixed_r,2,16,5,1025,2,0.041666666666666664,0.5,0.0,0.0006697616742148695,0.006944444444444444,0.09644568108694122,0.0517614031508392
fixed_r,2,16,6,1025,2,0.041666666666666664,0.5,0.0,0.0007382106245096006,0.006944444444444444,0.10630232992938249,0.05434186836429743
fixed_r,2,16,7,1025,2,0.041666666666666664,0.5,0.0,0.000806690209398326,0.006944444444444444,0.11616339015335896,0.0568063112416
fixed_r,2,16,8,1025,2,0.041666666666666664,0.5,0.0,0.0008752108848803816,0.006944444444444444,0.12603036742277496,0.059169584237222364
fixed_r,2,16,9,1025,2,0.041666666666666664,0.5,0.0,0.0009437880602721602,0.006944444444444444,0.1359054806791911,0.06144386381383309
fixed_r,2,16,10,1025,2,0.041666666666666664,0.5,0.0,0.0010124459498211773,0.006944444444444444,0.14579221677424953,0.06363945284624103
fixed_r,2,16,11,1025,2,0.041666666666666664,0.5,0.0,0.0010812249106060532,0.006944444444444444,0.15569638712727168,0.06576546055269772
fixed_r,2,16,12,1025,2,0.041666666666666664,0.5,0.0,0.001150197585368303,0.006944444444444444,0.16562845229303563,0.06783057202145239
fixed_r,2,16,13,1025,2,0.041666666666666664,0.5,0.0,0.0012195092595909572,0.006944444444444444,0.17560933338109783,0.06984434979043083
fixed_r,2,16,14,1025,2,0.041666666666666664,0.5,0.0,0.0012894989327344203,0.006944444444444444,0.18568784631375654,0.07182055339679518
fixed_r,2,16,15,1025,2,0.041666666666666664,0.5,0.0,0.0013611836031799046,0.006944444444444444,0.19601043885790628,0.07378977281442088
fixed_r,2,16,16,1025,2,0.041666666666666664,0.5,0.0,0.0014396482628334767,0.006944444444444444,0.20730934984802066,0.07588668664935988
fixed_r,3,16,1,1025,6,0.041666666666666664,0.5,0.0,0.000407882549401497,0.006944444444444444,0.058735087113815566,0.04039380760366625
fixed_r,3,16,2,1025,6,0.041666666666666664,0.5,0.0,0.0004640797006523699,0.006944444444444444,0.06682747689394127,0.04308672811057734
fixed_r,3,16,3,1025,6,0.041666666666666664,0.5,0.0,0.0005327445203164476,0.006944444444444444,0.07671521092556846,0.046164350072473145
fixed_r,3,16,4,1025,6,0.041666666666666664,0.5,0.0,0.0006012009959799353,0.006944444444444444,0.08657294342111069,0.04904080078771693
fixed_r,3,16,5,1025,6,0.041666666666666664,0.5,0.0,0.00066976168920818,0.006944444444444444,0.09644568324597792,0.05176140371757239
fixed_r,3,16,6,1025,6,0.041666666666666664,0.5,0.0,0.000738210639501307,0.006944444444444444,0.10630233208818822,0.05434186890405983
fixed_r,3,16,7,1025,6,0.041666666666666664,0.5,0.0,0.0008066902243900303,0.006944444444444444,0.11616339231216437,0.056806311757945684
fixed_r,3,16,8,1025,6,0.041666666666666664,0.5,0.0,0.0008752108998720859,0.006944444444444444,0.12603036958158037,0.05916958473294484
